t,state
389,837.568
390,837.487
391,837.405
392,837.323
393,837.241
394,837.16
395,837.078
396,836.996
397,836.914
398,836.833
399,836.751
400,836.669
401,836.588
402,836.506
403,836.424
404,836.343
405,836.261
406,836.18
407,836.098
408,836.016
409,835.935
410,835.853
411,835.772
412,835.69
413,835.608
414,835.527
415,835.445
416,835.364
417,835.282
418,835.201
419,835.119
420,835.038
421,834.956
422,834.875
423,834.793
424,834.712
425,834.63
426,834.549
427,834.467
428,834.386
429,834.304
430,834.223
431,834.142
432,834.06
433,833.979
434,833.897
435,833.816
436,833.735
437,833.653
438,833.572
439,833.49
440,833.409
441,833.328
442,833.246
443,833.165
444,833.084
445,833.002
446,832.921
447,832.84
448,832.759
449,832.677
450,832.596
451,832.515
452,832.434
453,832.352
454,832.271
455,832.19
456,832.109
457,832.027
458,831.946
459,831.865
460,831.784
461,831.703
462,831.621
463,831.54
464,831.459
465,831.378
466,831.297
467,831.216
468,831.135
469,831.053
470,830.972
471,830.891
472,830.81
473,830.729
474,830.648
475,830.567
476,830.486
477,830.405
478,830.324
479,830.243
480,830.162
481,830.081
482,830
483,829.919
484,829.838
485,829.757
486,829.676
487,829.595
488,829.514
489,829.433
490,829.352
491,829.271
492,829.19
493,829.109
494,829.028
495,828.947
496,828.866
497,828.786
498,828.705
499,828.624
500,828.543
501,828.462
502,828.381
503,828.3
504,828.22
505,828.139
506,828.058
507,827.977
508,827.896
509,827.816
510,827.735
511,827.654
512,827.573
513,827.493
514,827.412
515,827.331
516,827.25
517,827.17
518,827.089
519,827.008
520,826.927
521,826.847
522,826.766
523,826.685
524,826.605
525,826.524
526,826.443
527,826.363
528,826.282
529,826.201
530,826.121
531,826.04
532,825.96
533,825.879
534,825.798
535,825.718
536,825.637
537,825.557
538,825.476
539,825.396
540,825.315
541,825.235
542,825.154
543,825.074
544,824.993
545,824.913
546,824.832
547,824.752
548,824.671
549,824.591
550,824.51
551,824.43
552,824.349
553,824.269
554,824.188
555,824.108
556,824.028
557,823.947
558,823.867
559,823.786
560,823.706
561,823.626
562,823.545
563,823.465
564,823.385
565,823.304
566,823.224
567,823.144
568,823.063
569,822.983
570,822.903
571,822.822
572,822.742
573,822.662
574,822.582
575,822.501
576,822.421
577,822.341
578,822.261
579,822.18
580,822.1
581,822.02
582,821.94
583,821.86
584,821.779
585,821.699
586,821.619
587,821.539
588,821.459
589,821.379
590,821.298
591,821.218
592,821.138
593,821.058
594,820.978
595,820.898
596,820.818
597,820.738
598,820.658
599,820.578
600,820.497
601,820.417
602,820.337
603,820.257
604,820.177
605,820.097
606,820.017
607,819.937
608,819.857
609,819.777
610,819.697
611,819.617
612,819.537
613,819.457
614,819.377
615,819.298
616,819.218
617,819.138
618,819.058
619,818.978
620,818.898
621,818.818
622,818.738
623,818.658
624,818.578
625,818.499
626,818.419
627,818.339
628,818.259
629,818.179
630,818.099
631,818.02
632,817.94
633,817.86
634,817.78
635,817.7
636,817.621
637,817.541
638,817.461
639,817.381
640,817.302
641,817.222
642,817.142
643,817.063
644,816.983
645,816.903
646,816.823
647,816.744
648,816.664
649,816.584
650,816.505
651,816.425
652,816.345
653,816.266
654,816.186
655,816.107
656,816.027
657,815.947
658,815.868
659,815.788
660,815.709
661,815.629
662,815.549
663,815.47
664,815.39
665,815.311
666,815.231
667,815.152
668,815.072
669,814.993
670,814.913
671,814.834
672,814.754
673,814.675
674,814.595
675,814.516
676,814.436
677,814.357
678,814.278
679,814.198
680,814.119
681,814.039
682,813.96
683,813.88
684,813.801
685,813.722
686,813.642
687,813.563
688,813.484
689,813.404
690,813.325
691,813.246
692,813.166
693,813.087
694,813.008
695,812.928
696,812.849
697,812.77
698,812.691
699,812.611
700,812.532
701,812.453
702,812.373
703,812.294
704,812.215
705,812.136
706,812.057
707,811.977
708,811.898
709,811.819
710,811.74
711,811.661
712,811.581
713,811.502
714,811.423
715,811.344
716,811.265
717,811.186
718,811.107
719,811.028
720,810.948
721,810.869
722,810.79
723,810.711
724,810.632
725,810.553
726,810.474
727,810.395
728,810.316
729,810.237
730,810.158
731,810.079
732,810
733,809.921
734,809.842
735,809.763
736,809.684
737,809.605
738,809.526
739,809.447
740,809.368
741,809.289
742,809.21
743,809.131
744,809.052
745,808.973
746,808.895
747,808.816
748,808.737
749,808.658
750,808.579
751,808.5
752,808.421
753,808.342
754,808.264
755,808.185
756,808.106
757,808.027
758,807.948
759,807.87
760,807.791
761,807.712
762,807.633
763,807.554
764,807.476
765,807.397
766,807.318
767,807.239
768,807.161
769,807.082
770,807.003
771,806.925
772,806.846
773,806.767
774,806.689
775,806.61
776,806.531
777,806.453
778,806.374
779,806.295
780,806.217
781,806.138
782,806.059
783,805.981
784,805.902
785,805.824
786,805.745
787,805.667
788,805.588
789,805.509
790,805.431
791,805.352
792,805.274
793,805.195
794,805.117
795,805.038
796,804.96
797,804.881
798,804.803
799,804.724
800,804.646
801,804.567
802,804.489
803,804.41
804,804.332
805,804.254
806,804.175
807,804.097
808,804.018
809,803.94
810,803.861
811,803.783
812,803.705
813,803.626
814,803.548
815,803.47
816,803.391
817,803.313
818,803.235
819,803.156
820,803.078
821,803
822,802.921
823,802.843
824,802.765
825,802.686
826,802.608
827,802.53
828,802.452
829,802.373
830,802.295
831,802.217
832,802.139
833,802.061
834,801.982
835,801.904
836,801.826
837,801.748
838,801.67
839,801.591
840,801.513
841,801.435
842,801.357
843,801.279
844,801.201
845,801.123
846,801.044
847,800.966
848,800.888
849,800.81
850,800.732
851,800.654
852,800.576
853,800.498
854,800.42
855,800.342
856,800.264
857,800.186
858,800.108
859,800.03
860,799.952
861,799.874
862,799.796
863,799.718
864,799.64
865,799.562
866,799.484
867,799.406
868,799.328
869,799.25
870,799.172
871,799.094
872,799.016
873,798.938
874,798.861
875,798.783
876,798.705
877,798.627
878,798.549
879,798.471
880,798.393
881,798.315
882,798.238
883,798.16
884,798.082
885,798.004
886,797.926
887,797.849
888,797.771
889,797.693
890,797.615
891,797.538
892,797.46
893,797.382
894,797.304
895,797.227
896,797.149
897,797.071
898,796.993
899,796.916
900,796.838
901,796.76
902,796.683
903,796.605
904,796.527
905,796.45
906,796.372
907,796.294
908,796.217
909,796.139
910,796.062
911,795.984
912,795.906
913,795.829
914,795.751
915,795.674
916,795.596
917,795.518
918,795.441
919,795.363
920,795.286
921,795.208
922,795.131
923,795.053
924,794.976
925,794.898
926,794.821
927,794.743
928,794.666
929,794.588
930,794.511
931,794.433
932,794.356
933,794.279
934,794.201
935,794.124
936,794.046
937,793.969
938,793.891
939,793.814
940,793.737
941,793.659
942,793.582
943,793.505
944,793.427
945,793.35
946,793.273
947,793.195
948,793.118
949,793.041
950,792.963
951,792.886
952,792.809
953,792.731
954,792.654
955,792.577
956,792.5
957,792.422
958,792.345
959,792.268
960,792.191
961,792.113
962,792.036
963,791.959
964,791.882
965,791.805
966,791.728
967,791.65
968,791.573
969,791.496
970,791.419
971,791.342
972,791.265
973,791.187
974,791.11
975,791.033
976,790.956
977,790.879
978,790.802
979,790.725
980,790.648
981,790.571
982,790.494
983,790.417
984,790.34
985,790.263
986,790.186
987,790.109
988,790.031
989,789.954
990,789.877
991,789.801
992,789.724
993,789.647
994,789.57
995,789.493
996,789.416
997,789.339
998,789.262
999,789.185
1000,789.108
1001,789.031
1002,788.954
1003,788.877
1004,788.8
1005,788.723
1006,788.647
1007,788.57
1008,788.493
1009,788.416
1010,788.339
1011,788.262
1012,788.186
1013,788.109
1014,788.032
1015,787.955
1016,787.878
1017,787.802
1018,787.725
1019,787.648
1020,787.571
1021,787.494
1022,787.418
1023,787.341
1024,787.264
1025,787.187
1026,787.111
1027,787.034
1028,786.957
1029,786.881
1030,786.804
1031,786.727
1032,786.651
1033,786.574
1034,786.497
1035,786.421
1036,786.344
1037,786.267
1038,786.191
1039,786.114
1040,786.038
1041,785.961
1042,785.884
1043,785.808
1044,785.731
1045,785.655
1046,785.578
1047,785.501
1048,785.425
1049,785.348
1050,785.272
1051,785.195
1052,785.119
1053,785.042
1054,784.966
1055,784.889
1056,784.813
1057,784.736
1058,784.66
1059,784.583
1060,784.507
1061,784.43
1062,784.354
1063,784.278
1064,784.201
1065,784.125
1066,784.048
1067,783.972
1068,783.896
1069,783.819
1070,783.743
1071,783.666
1072,783.59
1073,783.514
1074,783.437
1075,783.361
1076,783.285
1077,783.208
1078,783.132
1079,783.056
1080,782.979
1081,782.903
1082,782.827
1083,782.75
1084,782.674
1085,782.598
1086,782.522
1087,782.445
1088,782.369
1089,782.293
1090,782.217
1091,782.14
1092,782.064
1093,781.988
1094,781.912
1095,781.836
1096,781.759
1097,781.683
1098,781.607
1099,781.531
1100,781.455
1101,781.379
1102,781.303
1103,781.226
1104,781.15
1105,781.074
1106,780.998
1107,780.922
1108,780.846
1109,780.77
1110,780.694
1111,780.618
1112,780.542
1113,780.466
1114,780.389
1115,780.313
1116,780.237
1117,780.161
1118,780.085
1119,780.009
1120,779.933
1121,779.857
1122,779.781
1123,779.705
1124,779.629
1125,779.553
1126,779.478
1127,779.402
1128,779.326
1129,779.25
1130,779.174
1131,779.098
1132,779.022
1133,778.946
1134,778.87
1135,778.794
1136,778.718
1137,778.643
1138,778.567
1139,778.491
1140,778.415
1141,778.339
1142,778.263
1143,778.187
1144,778.112
1145,778.036
1146,777.96
1147,777.884
1148,777.808
1149,777.733
1150,777.657
1151,777.581
1152,777.505
1153,777.43
1154,777.354
1155,777.278
1156,777.202
1157,777.127
1158,777.051
1159,776.975
1160,776.9
1161,776.824
1162,776.748
1163,776.673
1164,776.597
1165,776.521
1166,776.446
1167,776.37
1168,776.294
1169,776.219
1170,776.143
1171,776.067
1172,775.992
1173,775.916
1174,775.841
1175,775.765
1176,775.689
1177,775.614
1178,775.538
1179,775.463
1180,775.387
1181,775.312
1182,775.236
1183,775.161
1184,775.085
1185,775.01
1186,774.934
1187,774.859
1188,774.783
1189,774.708
1190,774.632
1191,774.557
1192,774.481
1193,774.406
1194,774.33
1195,774.255
1196,774.179
1197,774.104
1198,774.029
1199,773.953
1200,773.878
1201,773.802
1202,773.727
1203,773.652
1204,773.576
1205,773.501
1206,773.426
1207,773.35
1208,773.275
1209,773.2
1210,773.124
1211,773.049
1212,772.974
1213,772.898
1214,772.823
1215,772.748
1216,772.673
1217,772.597
1218,772.522
1219,772.447
1220,772.372
1221,772.296
1222,772.221
1223,772.146
1224,772.071
1225,771.995
1226,771.92
1227,771.845
1228,771.77
1229,771.695
1230,771.619
1231,771.544
1232,771.469
1233,771.394
1234,771.319
1235,771.244
1236,771.169
1237,771.094
1238,771.018
1239,770.943
1240,770.868
1241,770.793
1242,770.718
1243,770.643
1244,770.568
1245,770.493
1246,770.418
1247,770.343
1248,770.268
1249,770.193
1250,770.118
1251,770.043
1252,769.968
1253,769.893
1254,769.818
1255,769.743
1256,769.668
1257,769.593
1258,769.518
1259,769.443
1260,769.368
1261,769.293
1262,769.218
1263,769.143
1264,769.068
1265,768.993
1266,768.918
1267,768.843
1268,768.769
1269,768.694
1270,768.619
1271,768.544
1272,768.469
1273,768.394
1274,768.319
1275,768.245
1276,768.17
1277,768.095
1278,768.02
1279,767.945
1280,767.871
1281,767.796
1282,767.721
1283,767.646
1284,767.571
1285,767.497
1286,767.422
1287,767.347
1288,767.272
1289,767.198
1290,767.123
1291,767.048
1292,766.974
1293,766.899
1294,766.824
1295,766.75
1296,766.675
1297,766.6
1298,766.526
1299,766.451
1300,766.376
1301,766.302
1302,766.227
1303,766.152
1304,766.078
1305,766.003
1306,765.929
1307,765.854
1308,765.779
1309,765.705
1310,765.63
1311,765.556
1312,765.481
1313,765.407
1314,765.332
1315,765.257
1316,765.183
1317,765.108
1318,765.034
1319,764.959
1320,764.885
1321,764.81
1322,764.736
1323,764.661
1324,764.587
1325,764.513
1326,764.438
1327,764.364
1328,764.289
1329,764.215
1330,764.14
1331,764.066
1332,763.992
1333,763.917
1334,763.843
1335,763.768
1336,763.694
1337,763.62
1338,763.545
1339,763.471
1340,763.397
1341,763.322
1342,763.248
1343,763.174
1344,763.099
1345,763.025
1346,762.951
1347,762.876
1348,762.802
1349,762.728
1350,762.654
1351,762.579
1352,762.505
1353,762.431
1354,762.356
1355,762.282
1356,762.208
1357,762.134
1358,762.06
1359,761.985
1360,761.911
1361,761.837
1362,761.763
1363,761.689
1364,761.614
1365,761.54
1366,761.466
1367,761.392
1368,761.318
1369,761.244
1370,761.17
1371,761.095
1372,761.021
1373,760.947
1374,760.873
1375,760.799
1376,760.725
1377,760.651
1378,760.577
1379,760.503
1380,760.429
1381,760.355
1382,760.281
1383,760.207
1384,760.133
1385,760.059
1386,759.985
1387,759.911
1388,759.837
1389,759.763
1390,759.689
1391,759.615
1392,759.541
1393,759.467
1394,759.393
1395,759.319
1396,759.245
1397,759.171
1398,759.097
1399,759.023
1400,758.949
1401,758.875
1402,758.802
1403,758.728
1404,758.654
1405,758.58
1406,758.506
1407,758.432
1408,758.358
1409,758.285
1410,758.211
1411,758.137
1412,758.063
1413,757.989
1414,757.915
1415,757.842
1416,757.768
1417,757.694
1418,757.62
1419,757.547
1420,757.473
1421,757.399
1422,757.325
1423,757.252
1424,757.178
1425,757.104
1426,757.03
1427,756.957
1428,756.883
1429,756.809
1430,756.736
1431,756.662
1432,756.588
1433,756.515
1434,756.441
1435,756.367
1436,756.294
1437,756.22
1438,756.147
1439,756.073
1440,755.999
1441,755.926
1442,755.852
1443,755.779
1444,755.705
1445,755.631
1446,755.558
1447,755.484
1448,755.411
1449,755.337
1450,755.264
1451,755.19
1452,755.117
1453,755.043
1454,754.97
1455,754.896
1456,754.823
1457,754.749
1458,754.676
1459,754.602
1460,754.529
1461,754.455
1462,754.382
1463,754.308
1464,754.235
1465,754.161
1466,754.088
1467,754.015
1468,753.941
1469,753.868
1470,753.794
1471,753.721
1472,753.648
1473,753.574
1474,753.501
1475,753.428
1476,753.354
1477,753.281
1478,753.208
1479,753.134
1480,753.061
1481,752.988
1482,752.914
1483,752.841
1484,752.768
1485,752.695
1486,752.621
1487,752.548
1488,752.475
1489,752.402
1490,752.328
1491,752.255
1492,752.182
1493,752.109
1494,752.035
1495,751.962
1496,751.889
1497,751.816
1498,751.743
1499,751.669
1500,751.596
1501,751.523
1502,751.45
1503,751.377
1504,751.304
1505,751.231
1506,751.157
1507,751.084
1508,751.011
1509,750.938
1510,750.865
1511,750.792
1512,750.719
1513,750.646
1514,750.573
1515,750.5
1516,750.427
1517,750.354
1518,750.281
1519,750.208
1520,750.134
1521,750.061
1522,749.988
1523,749.915
1524,749.842
1525,749.769
1526,749.697
1527,749.624
1528,749.551
1529,749.478
1530,749.405
1531,749.332
1532,749.259
1533,749.186
1534,749.113
1535,749.04
1536,748.967
1537,748.894
1538,748.821
1539,748.748
1540,748.676
1541,748.603
1542,748.53
1543,748.457
1544,748.384
1545,748.311
1546,748.239
1547,748.166
1548,748.093
1549,748.02
1550,747.947
1551,747.874
1552,747.802
1553,747.729
1554,747.656
1555,747.583
1556,747.511
1557,747.438
1558,747.365
1559,747.292
1560,747.22
1561,747.147
1562,747.074
1563,747.001
1564,746.929
1565,746.856
1566,746.783
1567,746.711
1568,746.638
1569,746.565
1570,746.493
1571,746.42
1572,746.347
1573,746.275
1574,746.202
1575,746.13
1576,746.057
1577,745.984
1578,745.912
1579,745.839
1580,745.767
1581,745.694
1582,745.621
1583,745.549
1584,745.476
1585,745.404
1586,745.331
1587,745.259
1588,745.186
1589,745.114
1590,745.041
1591,744.969
1592,744.896
1593,744.824
1594,744.751
1595,744.679
1596,744.606
1597,744.534
1598,744.461
1599,744.389
1600,744.316
1601,744.244
1602,744.172
1603,744.099
1604,744.027
1605,743.954
1606,743.882
1607,743.81
1608,743.737
1609,743.665
1610,743.592
1611,743.52
1612,743.448
1613,743.375
1614,743.303
1615,743.231
1616,743.158
1617,743.086
1618,743.014
1619,742.941
1620,742.869
1621,742.797
1622,742.725
1623,742.652
1624,742.58
1625,742.508
1626,742.436
1627,742.363
1628,742.291
1629,742.219
1630,742.147
1631,742.074
1632,742.002
1633,741.93
1634,741.858
1635,741.786
1636,741.713
1637,741.641
1638,741.569
1639,741.497
1640,741.425
1641,741.353
1642,741.281
1643,741.208
1644,741.136
1645,741.064
1646,740.992
1647,740.92
1648,740.848
1649,740.776
1650,740.704
1651,740.632
1652,740.56
1653,740.488
1654,740.415
1655,740.343
1656,740.271
1657,740.199
1658,740.127
1659,740.055
1660,739.983
1661,739.911
1662,739.839
1663,739.767
1664,739.695
1665,739.623
1666,739.551
1667,739.479
1668,739.408
1669,739.336
1670,739.264
1671,739.192
1672,739.12
1673,739.048
1674,738.976
1675,738.904
1676,738.832
1677,738.76
1678,738.688
1679,738.617
1680,738.545
1681,738.473
1682,738.401
1683,738.329
1684,738.257
1685,738.186
1686,738.114
1687,738.042
1688,737.97
1689,737.898
1690,737.827
1691,737.755
1692,737.683
1693,737.611
1694,737.539
1695,737.468
1696,737.396
1697,737.324
1698,737.252
1699,737.181
1700,737.109
1701,737.037
1702,736.966
1703,736.894
1704,736.822
1705,736.751
1706,736.679
1707,736.607
1708,736.536
1709,736.464
1710,736.392
1711,736.321
1712,736.249
1713,736.177
1714,736.106
1715,736.034
1716,735.962
1717,735.891
1718,735.819
1719,735.748
1720,735.676
1721,735.605
1722,735.533
1723,735.461
1724,735.39
1725,735.318
1726,735.247
1727,735.175
1728,735.104
1729,735.032
1730,734.961
1731,734.889
1732,734.818
1733,734.746
1734,734.675
1735,734.603
1736,734.532
1737,734.46
1738,734.389
1739,734.318
1740,734.246
1741,734.175
1742,734.103
1743,734.032
1744,733.96
1745,733.889
1746,733.818
1747,733.746
1748,733.675
1749,733.604
1750,733.532
1751,733.461
1752,733.39
1753,733.318
1754,733.247
1755,733.176
1756,733.104
1757,733.033
1758,732.962
1759,732.89
1760,732.819
1761,732.748
1762,732.676
1763,732.605
1764,732.534
1765,732.463
1766,732.391
1767,732.32
1768,732.249
1769,732.178
1770,732.107
1771,732.035
1772,731.964
1773,731.893
1774,731.822
1775,731.751
1776,731.679
1777,731.608
1778,731.537
1779,731.466
1780,731.395
1781,731.324
1782,731.252
1783,731.181
1784,731.11
1785,731.039
1786,730.968
1787,730.897
1788,730.826
1789,730.755
1790,730.684
1791,730.613
1792,730.542
1793,730.47
1794,730.399
1795,730.328
1796,730.257
1797,730.186
1798,730.115
1799,730.044
1800,729.973
1801,729.902
1802,729.831
1803,729.76
1804,729.689
1805,729.618
1806,729.547
1807,729.476
1808,729.406
1809,729.335
1810,729.264
1811,729.193
1812,729.122
1813,729.051
1814,728.98
1815,728.909
1816,728.838
1817,728.767
1818,728.696
1819,728.626
1820,728.555
1821,728.484
1822,728.413
1823,728.342
1824,728.271
1825,728.2
1826,728.13
1827,728.059
1828,727.988
1829,727.917
1830,727.846
1831,727.776
1832,727.705
1833,727.634
1834,727.563
1835,727.493
1836,727.422
1837,727.351
1838,727.28
1839,727.21
1840,727.139
1841,727.068
1842,726.998
1843,726.927
1844,726.856
1845,726.785
1846,726.715
1847,726.644
1848,726.573
1849,726.503
1850,726.432
1851,726.361
1852,726.291
1853,726.22
1854,726.15
1855,726.079
1856,726.008
1857,725.938
1858,725.867
1859,725.797
1860,725.726
1861,725.655
1862,725.585
1863,725.514
1864,725.444
1865,725.373
1866,725.303
1867,725.232
1868,725.162
1869,725.091
1870,725.021
1871,724.95
1872,724.88
1873,724.809
1874,724.739
1875,724.668
1876,724.598
1877,724.527
1878,724.457
1879,724.386
1880,724.316
1881,724.245
1882,724.175
1883,724.105
1884,724.034
1885,723.964
1886,723.893
1887,723.823
1888,723.753
1889,723.682
1890,723.612
1891,723.542
1892,723.471
1893,723.401
1894,723.33
1895,723.26
1896,723.19
1897,723.12
1898,723.049
1899,722.979
1900,722.909
1901,722.838
1902,722.768
1903,722.698
1904,722.627
1905,722.557
1906,722.487
1907,722.417
1908,722.346
1909,722.276
1910,722.206
1911,722.136
1912,722.066
1913,721.995
1914,721.925
1915,721.855
1916,721.785
1917,721.715
1918,721.644
1919,721.574
1920,721.504
1921,721.434
1922,721.364
1923,721.294
1924,721.224
1925,721.153
1926,721.083
1927,721.013
1928,720.943
1929,720.873
1930,720.803
1931,720.733
1932,720.663
1933,720.593
1934,720.523
1935,720.453
1936,720.383
1937,720.312
1938,720.242
1939,720.172
1940,720.102
1941,720.032
1942,719.962
1943,719.892
1944,719.822
1945,719.752
1946,719.682
1947,719.613
1948,719.543
1949,719.473
1950,719.403
1951,719.333
1952,719.263
1953,719.193
1954,719.123
1955,719.053
1956,718.983
1957,718.913
1958,718.843
1959,718.773
1960,718.704
1961,718.634
1962,718.564
1963,718.494
1964,718.424
1965,718.354
1966,718.284
1967,718.215
1968,718.145
1969,718.075
1970,718.005
1971,717.935
1972,717.866
1973,717.796
1974,717.726
1975,717.656
1976,717.586
1977,717.517
1978,717.447
1979,717.377
1980,717.307
1981,717.238
1982,717.168
1983,717.098
1984,717.029
1985,716.959
1986,716.889
1987,716.82
1988,716.75
1989,716.68
1990,716.61
1991,716.541
1992,716.471
1993,716.402
1994,716.332
1995,716.262
1996,716.193
1997,716.123
1998,716.053
1999,715.984
2000,715.914
2001,715.845
2002,715.775
2003,715.705
2004,715.636
2005,715.566
2006,715.497
2007,715.427
2008,715.358
2009,715.288
2010,715.219
2011,715.149
2012,715.08
2013,715.01
2014,714.941
2015,714.871
2016,714.802
2017,714.732
2018,714.663
2019,714.593
2020,714.524
2021,714.454
2022,714.385
2023,714.315
2024,714.246
2025,714.176
2026,714.107
2027,714.038
2028,713.968
2029,713.899
2030,713.829
2031,713.76
2032,713.691
2033,713.621
2034,713.552
2035,713.483
2036,713.413
2037,713.344
2038,713.275
2039,713.205
2040,713.136
2041,713.067
2042,712.997
2043,712.928
2044,712.859
2045,712.789
2046,712.72
2047,712.651
2048,712.582
2049,712.512
2050,712.443
2051,712.374
2052,712.305
2053,712.235
2054,712.166
2055,712.097
2056,712.028
2057,711.959
2058,711.889
2059,711.82
2060,711.751
2061,711.682
2062,711.613
2063,711.543
2064,711.474
2065,711.405
2066,711.336
2067,711.267
2068,711.198
2069,711.129
2070,711.06
2071,710.99
2072,710.921
2073,710.852
2074,710.783
2075,710.714
2076,710.645
2077,710.576
2078,710.507
2079,710.438
2080,710.369
2081,710.3
2082,710.231
2083,710.162
2084,710.093
2085,710.024
2086,709.955
2087,709.886
2088,709.817
2089,709.748
2090,709.679
2091,709.61
2092,709.541
2093,709.472
2094,709.403
2095,709.334
2096,709.265
2097,709.196
2098,709.127
2099,709.058
2100,708.989
2101,708.92
2102,708.852
2103,708.783
2104,708.714
2105,708.645
2106,708.576
2107,708.507
2108,708.438
2109,708.37
2110,708.301
2111,708.232
2112,708.163
2113,708.094
2114,708.025
2115,707.957
2116,707.888
2117,707.819
2118,707.75
2119,707.681
2120,707.613
2121,707.544
2122,707.475
2123,707.406
2124,707.338
2125,707.269
2126,707.2
2127,707.132
2128,707.063
2129,706.994
2130,706.925
2131,706.857
2132,706.788
2133,706.719
2134,706.651
2135,706.582
2136,706.513
2137,706.445
2138,706.376
2139,706.307
2140,706.239
2141,706.17
2142,706.102
